meal_name,cuisine,meal_type,diet_type,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min
Agree Wrap,Indian,Dinner,Low-Carb,705,53.6,133.5,59.8,20.0,20.5,1868,237,236,Roasted,30,12
Nature Sandwich,American,Lunch,Keto,924,11.7,20.3,57.1,2.2,42.1,1756,52,394,Steamed,28,108
Small Stew,Indian,Lunch,Keto,430,5.4,141.2,20.2,7.4,46.9,2048,218,255,Steamed,36,52
To Sandwich,American,Snack,Balanced,865,47.2,32.0,52.2,3.0,3.9,1252,109,443,Fried,32,45
Factor Wrap,Indian,Dinner,Low-Carb,213,58.1,9.2,52.0,1.9,33.8,1248,54,291,Steamed,6,91
Treatment Wrap,Mexican,Lunch,Low-Carb,1048,34.3,90.1,9.0,10.6,5.8,1178,72,187,Raw,11,27
Party Pasta,Thai,Snack,Vegan,526,66.9,122.1,3.6,26.4,43.5,250,108,302,Boiled,21,78
Skin Pasta,Mexican,Breakfast,Paleo,641,13.4,96.4,59.6,23.0,41.4,1086,145,488,Raw,43,111
Society Rice,Thai,Breakfast,Paleo,850,12.5,71.8,11.4,4.2,11.3,2256,72,265,Roasted,13,39
Decide Curry,Japanese,Dinner,Vegan,734,25.3,58.2,3.3,15.0,48.8,1479,210,152,Boiled,52,74
Near Sandwich,Mediterranean,Snack,Balanced,437,23.6,3.4,2.7,10.7,37.7,1918,144,427,Baked,18,9
Parent Sandwich,Mexican,Snack,Balanced,451,43.8,73.4,40.9,12.0,38.8,870,30,383,Raw,18,16
Congress Wrap,American,Snack,Balanced,176,30.6,44.4,58.0,1.2,32.4,1566,17,389,Baked,44,114
Be Wrap,Italian,Snack,Paleo,383,69.7,110.6,15.6,25.8,39.8,1813,189,232,Grilled,39,73
Democrat Stew,Indian,Lunch,Vegan,447,71.3,94.2,41.8,11.6,44.3,1593,201,500,Fried,14,117
Entire Stew,American,Lunch,Low-Carb,835,25.8,77.9,47.7,6.5,30.1,87,213,240,Boiled,10,117
Remain Curry,American,Dinner,Vegetarian,291,7.3,102.3,57.0,19.6,39.2,853,136,428,Fried,41,16
Activity Sandwich,Chinese,Lunch,Vegetarian,444,59.6,48.3,36.8,22.6,25.0,1889,213,237,Boiled,19,51
Million Pasta,Japanese,Snack,Vegetarian,611,79.4,111.1,44.8,0.6,9.0,1712,59,317,Steamed,32,78
Item Rice,Italian,Lunch,Low-Carb,341,37.6,141.7,45.1,19.2,45.4,589,40,231,Fried,14,9
Perhaps Wrap,American,Dinner,Low-Carb,398,7.5,6.8,2.8,29.4,10.5,2328,25,439,Raw,27,32
Hour Curry,American,Snack,Keto,913,52.5,136.7,25.6,22.0,16.0,1493,281,494,Roasted,51,55
Six Sandwich,American,Dinner,Paleo,216,65.3,99.6,52.3,27.7,37.4,483,41,189,Baked,46,23
Moment Wrap,Thai,Snack,Balanced,880,14.2,84.2,0.2,13.4,38.4,505,217,399,Grilled,50,114
System Rice,Japanese,Lunch,Vegetarian,698,79.2,25.6,13.5,0.5,12.3,178,214,403,Roasted,7,6
Ask Pasta,Mediterranean,Snack,Low-Carb,1015,39.0,126.7,16.6,28.7,39.7,2142,285,287,Baked,60,13
Close Pasta,Mexican,Dinner,Low-Carb,306,72.5,34.0,57.3,5.9,29.9,1954,145,297,Fried,48,108
For Soup,Mediterranean,Breakfast,Keto,1100,46.7,135.6,18.9,23.8,4.0,396,55,407,Boiled,53,91
Own Salad,Thai,Lunch,Vegan,351,44.3,39.3,35.1,1.5,4.3,1853,239,484,Fried,52,52
Expert Curry,American,Dinner,Balanced,820,43.9,126.6,5.2,14.7,46.9,426,109,147,Raw,50,77
Sound Soup,American,Breakfast,Low-Carb,125,49.3,18.4,21.6,19.7,41.7,1927,41,225,Roasted,42,87
Live Sandwich,Mexican,Breakfast,Vegan,602,51.5,94.9,22.6,25.6,17.6,2438,219,231,Fried,14,92
Single Soup,Indian,Breakfast,Low-Carb,914,69.9,12.8,39.8,3.0,45.4,1712,56,464,Baked,7,44
Determine Salad,American,Lunch,Balanced,150,78.4,143.7,56.1,18.1,9.8,1397,251,267,Roasted,57,5
Enough Salad,Indian,Snack,Paleo,609,60.7,84.0,19.4,27.7,18.7,1555,0,213,Roasted,46,62
Stand Pasta,Mediterranean,Lunch,Keto,314,37.2,46.0,39.8,14.0,46.1,212,78,399,Fried,12,88
Central Rice,Italian,Snack,Keto,1110,73.9,108.7,3.5,7.4,40.1,350,123,280,Fried,11,15
Contain Soup,Mediterranean,Lunch,Vegetarian,1176,48.0,97.2,18.9,10.4,43.7,2383,230,499,Boiled,32,25
Else Stew,Thai,Dinner,Vegetarian,123,76.9,29.0,12.2,26.2,21.0,1450,203,169,Fried,56,80
For Salad,Mediterranean,Snack,Paleo,1052,38.1,123.2,30.3,0.2,39.6,1481,1,387,Grilled,47,86
Would Stew,Mediterranean,Dinner,Keto,464,63.7,143.6,0.6,8.8,34.7,2496,7,124,Roasted,5,77
According Rice,Italian,Dinner,Vegetarian,1049,47.8,39.6,0.6,5.1,47.5,90,37,373,Baked,33,91
Series Rice,Mediterranean,Dinner,Vegan,259,35.6,90.3,2.4,21.7,38.0,1295,251,182,Roasted,50,65
Everybody Curry,Japanese,Breakfast,Balanced,702,72.4,57.8,10.6,14.7,40.3,1489,3,182,Boiled,45,91
Way Pasta,Mediterranean,Breakfast,Keto,177,75.6,125.6,40.2,20.3,1.4,1489,166,339,Fried,15,12
Interesting Pasta,American,Breakfast,Balanced,992,10.4,21.3,57.2,8.6,23.9,1777,15,219,Fried,28,80
Operation Sandwich,Chinese,Breakfast,Low-Carb,255,15.6,137.7,46.8,15.3,35.2,1594,180,203,Boiled,35,29
Others Wrap,Thai,Lunch,Balanced,843,28.7,116.8,30.4,18.8,34.4,1206,251,360,Steamed,30,15
Charge Sandwich,Mediterranean,Snack,Vegan,774,55.6,3.0,31.8,17.4,2.9,1397,149,207,Steamed,35,21
Room Salad,Mexican,Snack,Low-Carb,1163,20.0,35.6,52.5,15.6,18.0,1942,125,383,Steamed,42,43
Develop Sandwich,Indian,Snack,Paleo,332,69.9,7.5,10.3,26.5,15.4,2265,31,375,Baked,46,84
Role Soup,Japanese,Snack,Low-Carb,669,59.9,91.7,17.9,19.0,17.0,764,44,369,Steamed,27,10
Lawyer Soup,Italian,Dinner,Keto,1062,33.8,135.0,21.8,8.8,17.7,127,180,288,Fried,10,97
Size Stew,Mediterranean,Snack,Vegetarian,265,49.6,55.7,47.9,20.5,4.9,1531,218,301,Raw,17,11
Crime Pasta,Chinese,Lunch,Balanced,835,55.3,95.9,7.9,21.1,6.0,314,217,213,Fried,10,99
Professor Curry,American,Breakfast,Keto,1077,74.4,24.5,34.5,2.1,10.0,655,95,183,Fried,42,23
Nature Curry,Indian,Breakfast,Paleo,755,10.0,19.9,24.8,8.5,20.7,576,249,389,Boiled,42,33
Popular Pasta,Indian,Lunch,Vegan,908,48.0,56.9,15.0,17.9,48.6,2079,127,365,Boiled,9,95
Audience Pasta,Chinese,Breakfast,Balanced,334,44.6,43.5,5.0,13.3,33.8,2209,58,106,Baked,46,9
Decade Wrap,Italian,Snack,Balanced,1022,71.2,127.8,49.8,7.0,16.6,2026,72,416,Raw,30,37
Identify Sandwich,Thai,Snack,Vegetarian,541,10.3,27.2,26.2,13.5,30.9,1996,153,461,Boiled,45,101
Beyond Stew,Mediterranean,Snack,Low-Carb,364,58.4,144.9,25.7,23.5,9.5,1175,32,163,Raw,50,38
Lose Curry,Mediterranean,Snack,Vegan,931,67.8,75.9,2.6,12.5,22.1,1704,184,274,Grilled,38,19
Enjoy Salad,Japanese,Lunch,Vegetarian,1152,10.9,124.6,40.4,14.0,0.3,1433,252,108,Boiled,6,99
General Stew,American,Snack,Balanced,849,15.5,54.9,50.1,29.3,26.2,908,77,472,Grilled,15,48
Clearly Curry,Mexican,Dinner,Low-Carb,852,7.7,63.0,32.9,27.2,34.9,331,135,163,Grilled,13,85
Take Pasta,Indian,Breakfast,Vegan,1081,5.9,9.1,56.0,12.0,28.8,1027,47,230,Boiled,20,104
Health Curry,Thai,Snack,Paleo,119,40.2,68.2,37.1,23.4,6.8,258,77,468,Boiled,49,36
Remain Curry,Mediterranean,Lunch,Vegetarian,527,35.1,129.0,34.9,6.5,37.8,1531,157,129,Grilled,7,113
Analysis Curry,Thai,Dinner,Keto,543,29.9,67.3,28.0,23.1,36.0,644,139,219,Boiled,56,42
Soldier Wrap,Japanese,Dinner,Balanced,725,78.9,30.2,3.2,17.1,11.0,1943,268,367,Baked,26,24
Out Salad,Japanese,Dinner,Low-Carb,926,59.1,127.4,42.6,2.5,26.1,766,123,107,Raw,40,115
Surface Curry,Italian,Breakfast,Vegetarian,458,11.7,38.4,8.9,2.7,35.6,125,246,472,Baked,37,75
Free Soup,Indian,Lunch,Balanced,202,79.8,142.4,50.8,12.8,29.6,2427,280,496,Boiled,40,72
Newspaper Soup,Mediterranean,Dinner,Balanced,488,8.5,29.3,21.9,16.3,30.7,1793,254,289,Roasted,28,81
Deep Pasta,Thai,Breakfast,Paleo,1153,48.8,137.1,0.3,24.0,16.2,2312,152,471,Boiled,15,28
Wish Stew,Mexican,Breakfast,Low-Carb,675,52.1,129.7,21.6,30.0,7.9,203,60,481,Grilled,58,45
Book Pasta,Indian,Dinner,Balanced,829,17.1,38.4,45.0,14.7,18.9,774,26,379,Roasted,13,87
Likely Rice,Mexican,Snack,Paleo,1156,60.4,84.7,3.7,7.0,47.9,1606,113,499,Steamed,30,36
Glass Pasta,Japanese,Lunch,Vegan,1167,37.6,73.3,5.1,4.5,11.9,867,133,382,Boiled,47,73
Itself Salad,Japanese,Lunch,Paleo,395,63.6,114.0,0.8,7.3,4.0,247,28,492,Grilled,20,68
Court Stew,Thai,Snack,Vegan,819,9.6,19.7,4.3,24.6,45.8,723,189,193,Baked,54,55
Central Stew,Chinese,Breakfast,Vegetarian,1181,66.9,1.2,32.3,22.0,15.9,364,59,361,Grilled,40,117
Allow Rice,Thai,Lunch,Paleo,881,39.3,32.1,50.6,20.4,33.8,349,242,396,Baked,50,85
Especially Salad,Italian,Dinner,Vegan,1166,79.1,29.8,8.5,28.0,8.1,334,237,289,Boiled,38,75
Member Curry,Chinese,Breakfast,Vegetarian,399,15.5,126.4,5.3,25.8,14.8,1826,226,336,Grilled,10,69
Structure Pasta,Thai,Breakfast,Low-Carb,241,73.7,53.1,28.4,23.3,0.8,700,94,204,Boiled,49,82
Family Stew,Mexican,Lunch,Vegetarian,180,45.6,19.7,49.0,7.4,36.9,1186,196,216,Boiled,57,5
Fish Sandwich,Japanese,Lunch,Keto,793,16.2,71.1,20.1,19.4,18.6,1418,233,401,Baked,46,94
Increase Wrap,Chinese,Dinner,Balanced,977,32.2,108.7,49.5,28.3,37.2,1336,184,296,Fried,53,80
Consider Pasta,Mediterranean,Dinner,Low-Carb,493,15.5,62.6,26.1,9.7,43.0,2076,3,396,Raw,6,48
Local Stew,Italian,Snack,Keto,827,10.8,80.0,51.6,22.0,35.6,394,288,385,Roasted,7,19
Network Curry,Mexican,Breakfast,Low-Carb,322,23.4,80.4,24.5,3.1,17.3,2002,86,108,Fried,39,28
International Sandwich,Italian,Snack,Keto,592,26.5,95.1,14.3,27.9,16.6,1528,224,271,Steamed,25,36
Example Pasta,Italian,Breakfast,Paleo,862,55.0,0.6,39.9,13.1,2.6,273,199,429,Steamed,53,116
Again Salad,Chinese,Lunch,Balanced,233,55.7,127.2,48.9,16.0,24.9,2080,255,158,Raw,59,24
Keep Sandwich,Japanese,Breakfast,Low-Carb,394,38.4,50.0,11.1,1.7,23.7,2008,66,288,Steamed,34,59
Surface Sandwich,Chinese,Lunch,Keto,162,16.2,70.5,14.1,25.7,39.1,541,81,414,Boiled,52,86
College Pasta,Thai,Lunch,Vegan,361,14.9,38.3,14.8,2.5,48.8,2209,144,420,Raw,36,20
Tend Salad,Italian,Breakfast,Low-Carb,984,20.2,1.2,20.8,2.8,13.2,829,234,288,Grilled,39,12
Someone Rice,Indian,Breakfast,Low-Carb,1124,15.7,40.0,8.2,2.0,16.6,1093,154,265,Roasted,21,78
Treatment Rice,American,Breakfast,Balanced,605,78.3,123.2,32.4,21.5,30.2,1236,5,121,Grilled,60,46
Those Wrap,American,Dinner,Vegetarian,684,77.3,136.5,13.6,3.7,38.9,259,127,449,Boiled,21,105
Enough Sandwich,Chinese,Dinner,Vegetarian,615,20.2,136.1,27.0,4.9,4.8,1139,19,446,Steamed,29,24
Many Sandwich,American,Lunch,Balanced,312,64.8,113.3,26.9,11.6,0.6,298,190,124,Raw,46,16
Benefit Pasta,Thai,Dinner,Low-Carb,847,56.2,146.6,54.8,28.9,29.6,337,203,265,Raw,23,67
Sort Rice,Thai,Lunch,Balanced,656,61.0,58.6,18.7,10.2,43.2,746,128,422,Baked,44,101
Stay Pasta,Mediterranean,Breakfast,Keto,330,43.0,40.7,40.9,15.5,23.1,568,200,171,Fried,47,70
Television Salad,Indian,Dinner,Keto,644,37.0,96.5,50.3,11.3,22.8,882,199,398,Fried,43,69
Thought Soup,Indian,Dinner,Balanced,624,31.1,4.9,18.2,16.3,35.5,2070,298,416,Baked,23,95
Own Sandwich,American,Lunch,Keto,526,65.7,122.4,15.4,1.9,4.2,369,244,263,Baked,7,70
Keep Rice,Mexican,Lunch,Vegetarian,881,56.2,75.0,38.3,10.1,14.9,1867,195,479,Boiled,42,102
Stop Soup,Chinese,Breakfast,Keto,592,48.9,39.0,36.0,12.4,36.9,967,254,249,Steamed,39,7
Foot Sandwich,American,Dinner,Balanced,842,28.5,99.8,2.1,16.3,27.0,1505,283,425,Grilled,41,81
Six Curry,Mediterranean,Dinner,Vegetarian,1005,23.3,75.8,27.2,6.7,35.9,413,121,253,Roasted,17,15
Offer Sandwich,Thai,Breakfast,Low-Carb,465,26.5,61.2,18.0,4.8,17.4,396,67,496,Grilled,33,82
Career Soup,American,Dinner,Vegetarian,930,73.0,99.9,22.4,10.3,45.8,1695,284,208,Roasted,39,66
Those Curry,Chinese,Dinner,Vegan,1095,6.8,57.5,47.5,27.0,5.1,653,168,446,Fried,59,64
Into Wrap,Japanese,Dinner,Vegetarian,965,18.1,133.2,32.0,25.4,44.0,467,237,327,Boiled,56,104
System Pasta,Mexican,Breakfast,Paleo,952,68.0,51.8,23.9,6.4,42.7,483,164,322,Roasted,12,62
Arm Pasta,Mexican,Dinner,Balanced,1055,33.7,121.6,56.6,10.3,36.8,1186,8,467,Fried,24,86
Everybody Pasta,Chinese,Lunch,Low-Carb,969,45.6,94.3,38.8,26.3,13.0,1503,168,487,Baked,9,118
Guess Soup,Mexican,Breakfast,Low-Carb,580,8.6,79.8,0.9,8.9,37.7,720,9,367,Boiled,52,115
Involve Rice,Chinese,Snack,Vegan,640,8.5,105.9,41.9,26.9,19.0,1067,287,221,Baked,21,23
Head Curry,Mexican,Lunch,Balanced,904,61.4,148.8,13.6,13.5,47.8,1574,205,141,Steamed,24,115
Respond Sandwich,Chinese,Breakfast,Low-Carb,887,14.9,38.8,42.2,29.9,16.3,2278,223,362,Baked,52,10
Teach Soup,Mediterranean,Breakfast,Paleo,748,60.1,59.8,48.9,29.2,37.0,1242,152,110,Boiled,25,97
School Salad,Indian,Snack,Paleo,1093,62.6,78.1,10.8,5.6,40.6,128,270,166,Raw,36,78
Year Wrap,Japanese,Snack,Vegetarian,533,68.4,139.7,37.8,13.0,8.4,1467,270,288,Boiled,49,89
Figure Rice,American,Lunch,Balanced,322,35.1,53.6,31.5,21.4,29.8,375,264,284,Roasted,10,23
Rather Soup,Japanese,Snack,Vegan,1084,61.2,129.7,59.3,26.4,39.6,1248,117,209,Roasted,39,8
Community Stew,Mediterranean,Breakfast,Paleo,377,44.7,76.6,13.6,21.6,40.6,1867,294,494,Roasted,40,102
Agency Pasta,Mediterranean,Snack,Vegan,886,76.2,99.0,50.5,2.9,30.7,2433,246,497,Fried,39,38
Finally Pasta,Chinese,Dinner,Paleo,119,78.3,28.4,23.7,20.2,39.5,667,299,439,Roasted,46,31
Keep Stew,American,Dinner,Low-Carb,519,54.7,97.4,14.4,8.4,11.5,327,276,360,Raw,55,55
Traditional Curry,Chinese,Snack,Paleo,514,20.9,116.7,52.7,15.5,32.0,86,153,494,Fried,53,24
Few Stew,Indian,Dinner,Vegetarian,523,74.4,17.0,45.9,24.8,34.8,389,244,299,Raw,17,53
Strong Soup,Mediterranean,Dinner,Vegan,249,14.5,22.6,17.9,24.5,0.1,2466,197,458,Fried,22,105
Would Salad,Mediterranean,Lunch,Vegetarian,443,44.7,34.4,36.6,20.2,19.4,626,55,231,Roasted,16,7
Near Stew,Indian,Breakfast,Low-Carb,298,59.9,131.3,58.4,2.4,39.1,1521,134,221,Roasted,51,43
Until Curry,Chinese,Snack,Paleo,975,7.5,73.6,51.4,17.5,39.0,2096,136,406,Steamed,34,12
Popular Salad,American,Snack,Keto,501,64.2,127.6,10.4,28.0,8.8,1099,90,283,Steamed,43,95
Dinner Sandwich,Mexican,Breakfast,Vegan,124,21.9,57.9,25.4,1.3,39.1,908,26,404,Roasted,50,68
Would Rice,American,Breakfast,Balanced,569,79.6,46.6,28.6,9.6,18.5,1652,134,256,Grilled,15,26
Join Soup,Chinese,Dinner,Vegetarian,1033,63.7,61.1,48.3,25.4,46.6,745,228,411,Fried,18,34
Lay Salad,Thai,Dinner,Vegan,906,63.3,4.0,37.6,24.2,14.3,2326,170,484,Boiled,56,75
Manage Rice,Italian,Breakfast,Keto,379,72.3,38.3,48.8,17.4,7.8,1847,280,190,Fried,29,14
End Stew,Mediterranean,Lunch,Paleo,882,34.3,68.4,14.8,9.8,0.7,1435,172,134,Boiled,13,92
Campaign Soup,Chinese,Dinner,Balanced,565,72.8,6.6,53.0,27.1,35.7,472,149,316,Raw,19,99
Along Curry,Mediterranean,Breakfast,Balanced,205,54.6,13.6,42.0,28.9,23.8,2038,56,330,Baked,18,120
Voice Sandwich,American,Lunch,Vegetarian,921,35.5,15.6,50.3,24.3,9.7,195,235,489,Grilled,26,84
Evidence Wrap,Thai,Lunch,Paleo,260,76.0,59.2,3.0,25.1,35.8,2015,170,479,Fried,18,19
Leader Sandwich,Thai,Lunch,Vegetarian,580,78.1,142.1,42.8,21.7,26.0,1505,191,266,Roasted,33,90
Staff Sandwich,Mediterranean,Lunch,Vegan,515,41.1,2.5,41.1,27.3,17.8,2459,8,112,Fried,44,67
Seven Curry,American,Breakfast,Balanced,942,14.2,40.5,48.6,1.6,20.3,2407,157,138,Raw,60,6
Left Curry,Indian,Snack,Paleo,302,75.9,73.3,59.0,28.5,18.6,348,114,454,Steamed,58,31
Than Soup,Thai,Dinner,Vegan,1191,25.7,72.8,35.9,8.4,1.0,248,135,312,Boiled,30,116
Local Soup,Thai,Snack,Paleo,713,16.4,90.8,7.8,29.9,29.4,983,1,117,Raw,48,66
World Curry,American,Breakfast,Low-Carb,850,42.5,18.8,39.1,16.1,6.5,2361,36,463,Raw,32,69
Power Curry,Indian,Lunch,Vegetarian,898,27.9,76.1,57.0,19.1,8.4,297,124,491,Fried,54,25
Government Sandwich,Thai,Snack,Vegetarian,748,64.6,16.2,19.1,4.6,24.3,1557,146,114,Roasted,49,43
Debate Rice,Chinese,Snack,Paleo,647,5.8,72.4,32.4,12.5,37.9,959,56,124,Roasted,20,28
Central Rice,Indian,Snack,Paleo,657,61.8,126.2,23.4,28.9,45.9,1375,276,419,Grilled,31,94
Current Sandwich,Japanese,Lunch,Vegetarian,1027,72.5,29.3,37.2,27.0,12.5,700,300,108,Boiled,17,13
Space Salad,Indian,Lunch,Vegetarian,985,15.9,2.3,0.3,10.5,5.2,635,292,369,Grilled,20,65
Bring Stew,American,Lunch,Vegetarian,872,5.8,4.1,4.2,17.3,1.5,1500,248,113,Roasted,39,24
Imagine Sandwich,Indian,Snack,Keto,945,62.1,24.9,16.5,19.6,5.8,2088,93,467,Grilled,27,118
Who Curry,Italian,Snack,Vegan,205,52.8,124.8,40.5,21.8,10.5,1535,277,204,Raw,38,28
Buy Pasta,Thai,Lunch,Paleo,664,74.9,36.3,17.8,28.6,11.3,1528,286,469,Raw,40,39
Need Stew,American,Snack,Keto,622,11.1,18.0,14.6,1.7,45.2,235,65,470,Baked,21,83
Center Soup,Italian,Snack,Balanced,255,37.3,111.1,34.3,10.6,19.9,1327,25,470,Fried,50,112
See Stew,American,Snack,Vegetarian,404,37.8,75.2,15.4,25.9,42.2,258,269,310,Steamed,19,52
Discover Salad,Indian,Dinner,Low-Carb,302,69.4,60.2,35.1,18.9,6.2,2155,183,387,Boiled,7,98
Act Curry,Thai,Lunch,Balanced,383,41.9,60.5,14.8,5.8,15.9,1544,293,370,Fried,57,52
Difference Pasta,Italian,Snack,Vegan,234,49.1,143.4,20.6,12.5,25.0,326,58,387,Fried,36,85
Child Wrap,Chinese,Snack,Balanced,1151,38.4,132.6,46.7,24.1,17.9,207,256,150,Baked,58,12
Indicate Wrap,Indian,Lunch,Vegetarian,896,36.1,116.7,47.5,29.6,30.9,603,131,227,Boiled,8,43
Author Sandwich,Indian,Lunch,Low-Carb,250,27.2,90.6,42.5,22.9,3.6,687,18,367,Fried,36,112
Threat Rice,Italian,Breakfast,Keto,917,59.1,49.9,4.5,9.4,40.4,1643,238,236,Roasted,54,81
Them Sandwich,Indian,Snack,Low-Carb,487,53.1,138.9,11.2,2.7,43.7,514,169,339,Fried,43,55
Argue Pasta,Japanese,Snack,Balanced,871,41.3,103.6,31.1,11.3,39.3,212,37,389,Fried,25,68
Wall Wrap,Japanese,Snack,Vegetarian,122,57.5,54.5,33.4,20.5,26.4,1850,210,333,Fried,17,112
Quite Sandwich,American,Lunch,Vegetarian,1065,71.9,75.2,55.4,23.3,38.9,1001,278,306,Baked,55,35
Left Wrap,Mexican,Lunch,Paleo,391,7.6,121.0,6.4,17.9,2.7,2413,109,334,Boiled,40,61
Table Stew,Italian,Dinner,Low-Carb,1181,31.9,148.5,27.3,9.9,46.4,1729,253,170,Steamed,60,47
Assume Sandwich,Japanese,Snack,Keto,991,53.4,140.8,27.1,28.3,1.8,2061,26,226,Steamed,44,58
Security Curry,Japanese,Lunch,Paleo,415,7.4,131.5,4.5,21.5,25.1,141,201,185,Steamed,15,83
Serious Wrap,Mediterranean,Lunch,Keto,287,62.3,13.6,17.3,0.5,10.3,2434,118,154,Fried,24,97
Other Salad,Japanese,Lunch,Keto,724,7.4,83.2,45.8,11.3,22.9,1111,190,466,Fried,59,66
Air Curry,Chinese,Snack,Low-Carb,225,10.2,88.4,16.7,28.5,28.0,1295,31,213,Roasted,21,15
Anyone Curry,Indian,Snack,Vegetarian,778,60.1,7.8,0.3,29.0,20.2,54,136,207,Fried,22,13
Condition Curry,Mediterranean,Lunch,Vegan,635,49.6,118.6,13.4,23.3,41.4,131,121,415,Roasted,5,106
Should Stew,Chinese,Breakfast,Paleo,1061,41.4,0.4,53.1,16.4,16.4,1128,184,149,Fried,31,108
Matter Soup,Mexican,Snack,Vegan,1156,15.3,81.0,14.4,15.7,4.1,785,202,155,Boiled,48,43
When Wrap,Italian,Snack,Vegan,708,11.9,76.5,56.7,3.8,15.0,2151,139,303,Fried,55,43
Idea Pasta,Mexican,Snack,Balanced,296,53.7,136.1,5.0,3.2,17.9,119,95,230,Grilled,44,112
One Curry,Chinese,Breakfast,Vegetarian,751,25.3,35.1,45.7,9.4,40.3,879,80,201,Roasted,55,79
Spend Curry,Chinese,Breakfast,Vegan,692,73.4,139.8,44.5,5.5,49.8,1127,33,279,Baked,22,38
Owner Pasta,Chinese,Dinner,Vegan,427,8.8,116.0,3.3,0.8,33.8,1707,151,306,Raw,44,106
Us Curry,Mediterranean,Snack,Vegan,289,75.2,141.9,15.3,17.3,1.8,108,168,183,Grilled,21,58
Current Rice,Chinese,Snack,Vegetarian,1167,31.2,67.7,32.7,28.1,27.7,1247,187,484,Roasted,42,14
Him Soup,Japanese,Snack,Vegetarian,486,63.6,70.3,11.8,19.3,46.9,874,257,302,Fried,17,22
Visit Salad,Indian,Dinner,Keto,438,24.2,94.3,37.1,28.4,42.5,930,214,339,Roasted,30,45
Tax Curry,Chinese,Breakfast,Paleo,539,38.8,9.6,53.4,1.8,2.6,289,205,243,Raw,47,87
Affect Stew,Italian,Snack,Paleo,1125,54.7,107.6,2.0,15.8,38.3,1639,124,431,Raw,43,7
Recognize Rice,Indian,Snack,Balanced,361,5.8,35.2,33.0,14.2,40.7,1086,140,373,Baked,29,45
Eight Salad,Thai,Breakfast,Vegan,1004,74.5,10.7,7.5,1.4,21.0,1504,247,386,Fried,12,115
Try Pasta,Chinese,Lunch,Paleo,912,10.2,16.0,57.7,29.4,0.7,1710,49,298,Baked,28,12
Home Rice,Japanese,Dinner,Vegan,543,32.7,3.3,37.6,14.2,45.4,1814,211,102,Raw,45,40
Simply Stew,Mexican,Lunch,Low-Carb,778,22.1,101.0,11.3,24.8,37.3,2496,12,129,Grilled,18,22
Science Wrap,Thai,Dinner,Balanced,1033,49.1,31.4,8.0,7.8,18.0,1715,231,221,Grilled,49,110
Well Pasta,Japanese,Lunch,Vegan,646,21.3,138.0,57.2,9.9,25.6,1178,271,159,Roasted,54,29
Shoulder Salad,Indian,Breakfast,Keto,139,72.4,102.4,45.4,25.4,2.2,855,169,210,Raw,27,80
Total Curry,Italian,Dinner,Paleo,306,5.0,95.4,11.8,1.3,25.1,2131,187,403,Boiled,5,16
Somebody Wrap,Chinese,Lunch,Balanced,953,70.8,66.0,52.6,23.7,36.6,362,210,172,Baked,13,76
Seven Soup,Mexican,Snack,Keto,877,31.6,149.3,0.7,25.3,8.3,840,97,133,Raw,19,48
Even Rice,Indian,Dinner,Balanced,887,57.0,56.1,33.4,27.6,3.3,769,4,133,Raw,11,72
The Curry,Mexican,Snack,Vegan,349,41.0,29.4,4.9,1.8,20.5,910,6,134,Baked,53,36
Reality Stew,American,Dinner,Vegan,275,5.5,71.9,59.4,27.6,32.4,1091,122,497,Roasted,46,34
Painting Sandwich,Indian,Dinner,Low-Carb,483,27.3,75.1,22.8,8.0,44.8,1120,60,133,Roasted,39,109
Also Wrap,Italian,Snack,Paleo,1182,32.5,61.3,19.7,1.1,15.3,315,230,406,Roasted,60,72
Response Rice,Thai,Lunch,Keto,150,27.6,63.2,29.7,10.2,9.0,970,21,103,Baked,6,68
Film Wrap,Indian,Breakfast,Vegetarian,1149,75.1,105.1,23.1,23.7,4.6,2172,113,236,Grilled,38,113
Happy Rice,Chinese,Dinner,Low-Carb,864,7.9,90.4,10.5,0.7,33.3,1380,55,220,Grilled,21,19
Several Soup,Mediterranean,Lunch,Balanced,1110,39.9,82.4,20.8,28.9,2.7,400,122,195,Roasted,10,95
Car Rice,American,Dinner,Low-Carb,652,41.3,0.6,7.5,25.2,15.9,1602,22,430,Boiled,39,112
Market Salad,Japanese,Breakfast,Low-Carb,982,63.4,64.5,49.2,3.0,26.2,126,280,338,Steamed,43,22
Challenge Pasta,Indian,Lunch,Vegetarian,120,75.3,30.9,31.7,25.5,36.6,1858,199,248,Raw,10,28
Street Salad,Japanese,Lunch,Vegan,773,6.8,104.2,36.5,29.4,41.8,290,258,493,Grilled,41,74
Arm Soup,American,Breakfast,Paleo,469,29.3,128.1,6.6,25.6,9.8,441,5,458,Fried,31,105
Art Rice,Japanese,Snack,Paleo,830,65.0,76.1,25.4,18.9,35.4,1188,26,118,Boiled,21,74
Message Curry,Chinese,Dinner,Vegetarian,667,16.7,132.5,10.2,14.2,42.0,199,285,175,Fried,50,61
Less Salad,Japanese,Dinner,Vegan,918,58.1,148.5,19.7,19.0,32.9,2493,166,364,Raw,30,19
Investment Sandwich,Indian,Dinner,Keto,928,60.0,11.8,33.1,11.3,0.6,645,277,401,Boiled,37,45
